source_id annotation_status protein_id LocusID Genename Function ECNumber Class1 Class2
LLHV30-3 Confirmed 663 O208_01629 rplK 50SribosomalproteinL11 - TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 664 O208_01630 rplA 50SribosomalproteinL1 - TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 163 O208_01892 rpmE 50SribosomalproteinL31typeB - TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 190 O208_01921 rpsP 30SribosomalproteinS16 - TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 2673 O208_02276 rpsB 30SribosomalproteinS2 - TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1839 O208_02296 rpsA 30SribosomalproteinS1 - TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 431 O208_02630 rplI 50SribosomalproteinL9 - TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 700 O208_02707 rpmG 50SribosomalproteinL33 - TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 875 O208_00314 rlmH RibosomalRNAlargesubunitmethyltransferaseH 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 2044 O208_00353 sunL RibosomalRNAsmallsubunitmethyltransferaseB 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1643 O208_00508 prmA RibosomalproteinL11methyltransferase 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1644 O208_00509 ybaF RibosomalRNAsmallsubunitmethyltransferaseE 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 2197 O208_00640 rsmH RibosomalRNAsmallsubunitmethyltransferaseH 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1057 O208_00696 rsmG RibosomalRNAsmallsubunitmethyltransferaseG 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1073 O208_00712 - RibosomalRNAlargesubunitmethyltransferaseA 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1074 O208_00713 - RibosomalRNAlargesubunitmethyltransferaseA 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 2504 O208_01299 rlmN RibosomalRNAlargesubunitmethyltransferaseN 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 315 O208_02057 rsmC RibosomalRNAsmallsubunitmethyltransferaseC 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 408 O208_02607 - ribosomalproteinL7Aefamilyprotein 2.1.1.- TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 676 O208_02683 0ouksgA SSUrRNA(adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase 2.1.1.182 TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1015 O208_02525 fmt Methionyl-tRNAformyltransferase 2.1.2.9 TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 2535 O208_01330 tgt QueuinetRNA-ribosyltransferase 2.4.2.29 TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1782 O208_02238 miaA tRNAdimethylallyltransferase 2.5.1.75 TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1559 O208_00415 pth Peptidyl-tRNAhydrolase 3.1.1.29 TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 1312 O208_00952 truB tRNApseudouridinesynthaseB 4.2.1.70 TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 783 O208_01814 truA tRNApseudouridinesynthaseA 4.2.1.70 TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 2521 O208_01316 gatB Aspartyl/glutamyl-tRNA(Asn/Gln)amidotransferasesubunitB 6.3.5.6 TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 2524 O208_01319 gatC Aspartyl/glutamyl-tRNA(Asn/Gln)amidotransferasesubunitC 6.3.5.6 TRANSLATION Ribosomalproteins:synthesisandmodification
LLHV30-3 Confirmed 2074 O208_00383 tuf TranslationelongationfactorTu - TRANSLATION Translationfactors
LLHV30-3 Confirmed 2090 O208_00399 infC Translationinitiationfactor3 - TRANSLATION Translationfactors
LLHV30-3 Confirmed 1552 O208_00408 yyaL GTP-dependentnucleicacid-bindingproteinprobabletranslationfactor - TRANSLATION Translationfactors
LLHV30-3 Confirmed 1328 O208_00968 lepA TranslationelongationfactorLepA - TRANSLATION Translationfactors
LLHV30-3 Confirmed 1420 O208_01060 prfB Peptidechainreleasefactor2 - TRANSLATION Translationfactors
LLHV30-3 Confirmed 2317 O208_01108 prfC Peptidechainreleasefactor3 - TRANSLATION Translationfactors
LLHV30-3 Confirmed 1799 O208_01449 fusA TranslationelongationfactorG - TRANSLATION Translationfactors
LLHV30-3 Confirmed 503 O208_01557 infA Translationinitiationfactor1 - TRANSLATION Translationfactors
LLHV30-3 Confirmed 656 O208_01622 rrf Ribosomerecyclingfactor - TRANSLATION Translationfactors
LLHV30-3 Confirmed 135 O208_01699 - PutativeCMP-bindingfactor - TRANSLATION Translationfactors
LLHV30-3 Confirmed 2149 O208_02131 - Translationinitiationfactor2 - TRANSLATION Translationfactors
LLHV30-3 Confirmed 1698 O208_02154 prfA Peptidechainreleasefactor1 - TRANSLATION Translationfactors
LLHV30-3 Confirmed 1703 O208_02159 yfjA Translationfactor - TRANSLATION Translationfactors
LLHV30-3 Confirmed 2674 O208_02277 tsf TranslationelongationfactorTs - TRANSLATION Translationfactors
LLHV30-3 Confirmed 406 O208_02605 rbfA Ribosome-bindingfactorA - TRANSLATION Translationfactors
LLHV30-3 Confirmed 407 O208_02606 infB Translationinitiationfactor2 - TRANSLATION Translationfactors
LLHV30-3 Confirmed 674 O208_02681 efp TranslationelongationfactorP - TRANSLATION Translationfactors
LLHV30-3 Confirmed 2088 O208_00397 mnmG tRNAuridine5-carboxymethylaminomethylmodificationenzyme - TRANSLATION 
LLHV30-3 Confirmed 1648 O208_00513 dtdouybbA D-tyrosyl-tRNA(Tyr)deacylase - TRANSLATION 
LLHV30-3 Confirmed 1356 O208_00996 ykjA Ribosome-associatedprotein - TRANSLATION 
LLHV30-3 Confirmed 1717 O208_02173 ygaB tRNA-processingribonucleaseBN - TRANSLATION 
LLHV30-3 Confirmed 1840 O208_02297 mnmA tRNA-specific2-thiouridylase - TRANSLATION 
LLHV30-3 Confirmed 710 O208_02717 ygdA Ribosome-associatedfactorY - TRANSLATION 
LLHV30-3 Confirmed 2386 O208_01177 ycjD Ribosomal-protein-alanineN-acetyltransferase 2.3.1.128 TRANSLATION 
LLHV30-3 Confirmed 2387 O208_01178 ycjC Ribosomal-protein-alanineN-acetyltransferase 2.3.1.128 TRANSLATION 
LLHV30-3 Confirmed 443 O208_02642 yhdC Ribosomal-protein-alanineN-acetyltransferase 2.3.1.128 TRANSLATION 
LLHV30-3 Confirmed 454 O208_02653 - tRNA-specificadenosinedeaminase 3.5.4.- TRANSLATION 
LLHV30-3 Confirmed 1456 O208_00047 ygjC AminoacidABCtransporterATPbindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1457 O208_00048 yjgD AminoacidABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1458 O208_00049 yjgC AminoacidABCtransportersubstrate-bindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2554 O208_00109 lysP Lysine-specificpermease - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 920 O208_00221 yshA Aminoacidpermease - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 944 O208_00245 ysjA D-serine/D-alanine/glycinetransporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 960 O208_00261 oppA OligopeptidetransporterA - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1592 O208_00457 yagE Aminoacidtransporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1651 O208_00516 ctrA Aminoacidtransporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1532 O208_00581 gltS GlutamateorarginineABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1106 O208_00745 - Di-andtricarboxylatetransporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1130 O208_00769 gadC Glutamate/gamma-aminobutyrateantiporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1268 O208_00908 potD Spermidine/putrescineABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1269 O208_00909 potC Spermidine/putrescineABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1270 O208_00910 potB Spermidine/putrescineABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1326 O208_00966 ylcA Aminoacidpermease - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2299 O208_01090 lysQ Lysine-specificpermease - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2309 O208_01100 ydgC Aminoacidpermease - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2310 O208_01101 ydgB Aminoacidpermease - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2318 O208_01109 optF OligopeptideABCtransporterATP-bindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2319 O208_01110 optD OligopeptideABCtransporterATP-bindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2320 O208_01111 optC OligopeptideABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2321 O208_01112 optB OligopeptideABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2322 O208_01113 optA OligopeptideABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2323 O208_01114 optS OligopeptideABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2345 O208_01136 ydcC MethionineABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 2346 O208_01137 metN MethionineABCtransporterATP-bindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 569 O208_01338 gltPouysfF glutamateABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 570 O208_01339 gltQ GlutamateABCtransporterATP-bindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 606 O208_01378 glnQ GlutamineABCtransporterATP-bindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 607 O208_01379 glnP GlutamineABCtransporterpermeaseandsubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 522 O208_01578 yvdF AminoacidABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 539 O208_01596 arcD Arginine/ornithineantiporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 542 O208_01600 arcD Arginine/ornithineantiporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 725 O208_01755 yfcG OligopeptideABCtransporterperiplasmicoligopeptide-bindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 306 O208_02048 busABouopuABC GlycinebetaineABCtransportsystemglycinebetaine-bindingproteinOpuAC - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1882 O208_02337 azlD Branched-chainaminoacidtransportproteinAzlD - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1883 O208_02338 azlC Branched-chainaminoacidtransportproteinAzlC - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1985 O208_02442 aguD Agmatine/putrescineantiporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 362 O208_02561 yibG D-serine/D-alanine/glycinetransporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 473 O208_02672 dtpT Di-/tripeptidetransporter - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 682 O208_02689 brnQ Branched-chainaminoacidpermease - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 150 O208_02739 oppC Oligopeptidetransportsystempermeaseprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 151 O208_02740 oppB Oligopeptidetransportsystempermeaseprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 152 O208_02741 oppF OligopeptidetransportATP-bindingprotein - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 153 O208_02742 oppD OligopeptidetransportATP-bindingproteinoppD - TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1133 O208_00772 bcaT Branched-chain-amino-acidaminotransferase 2.6.1.42 TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 886 O208_00342 choQ GlycinebetaineABCtransporterATP-bindingprotein 3.6.3.- TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1271 O208_00911 potA Spermidine/putrescineABCtransporterATP-bindingproteinPotA 3.6.3.- TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 305 O208_02047 busAAouopuAA GlycinebetaineABCtransportsystemATP-bindingproteinOpuAA 3.6.3.32 TRANSPORTANDBINDINGPROTEINS Aminoacidspeptidesandamines
LLHV30-3 Confirmed 1577 O208_00441 yafB Sulfatetransporter - TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2371 O208_01162 phnB PhosphonateABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2372 O208_01163 phnC PhosphonateABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2373 O208_01164 phnD PhosphonatesABCtransporterphosphonates-bindingprotein  - TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2002 O208_02459 phoU Phosphate-specifictransportsystemaccessoryproteinPhoU - TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2005 O208_02462 pstC PhosphateABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2006 O208_02463 pstD PhosphateABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2007 O208_02464 pstE PhosphateABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2008 O208_02465 pstF PhosphateABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2625 O208_00181 phnA Alkylphosphonateuptakeprotein 3.11.1.2 TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2003 O208_02460 pstA PhosphateABCtransporterATP-bindingprotein 3.6.3.27 TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 2004 O208_02461 pstB PhosphateABCtransporterATP-bindingprotein 3.6.3.27 TRANSPORTANDBINDINGPROTEINS Anions
LLHV30-3 Confirmed 200 O208_00031 - LactococcinAABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Bacteriocin
LLHV30-3 Confirmed 201 O208_00032 lagD Lactococcin-G-processingandtransportATP-bindingprotein  - TRANSPORTANDBINDINGPROTEINS Bacteriocin
LLHV30-3 Confirmed 1607 O208_00472 lcnC Lactococcintransport/processingATP-bindingproteinLcnC-like - TRANSPORTANDBINDINGPROTEINS Bacteriocin
LLHV30-3 Confirmed 1608 O208_00473 lcnC Lactococcintransport/processingATP-bindingproteinLcnC-like - TRANSPORTANDBINDINGPROTEINS Bacteriocin
LLHV30-3 Confirmed 1610 O208_00475 lcnd LactococcinAsecretionproteinLcnD-like - TRANSPORTANDBINDINGPROTEINS Bacteriocin
LLHV30-3 Confirmed 1611 O208_00476 lcnd LactococcinAsecretionproteinLcnD-like - TRANSPORTANDBINDINGPROTEINS Bacteriocin
LLHV30-3 Confirmed 1618 O208_00483 lcnD LactococcinAsecretionproteinLcnD-like - TRANSPORTANDBINDINGPROTEINS Bacteriocin
LLHV30-3 Confirmed 1625 O208_00490 lciB Lactococcin-Bimmunityprotein - TRANSPORTANDBINDINGPROTEINS Bacteriocin
LLHV30-3 Confirmed 1481 O208_00072 tagG TeichoicacidABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2543 O208_00098 gntP GluconatepermeaseBsu4004homolog - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2544 O208_00099 gntP GluconatepermeaseBsu4004homolog - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 914 O208_00215 ysgC Exporterforpolysaccharidesandteichoicacids - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1541 O208_00590 glpT Glycerol-3-phosphatetransporter - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1542 O208_00591 glpT Glycerol-3-phosphatetransporter - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1113 O208_00752 lplA SugarABCtransportersubstrate-bindingprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1114 O208_00753 - SugarABC-typetransporterpermease - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1115 O208_00754 - SugarABC-typetransporterpermease - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1180 O208_00819 glpF Glyceroluptakefacilitatorprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2334 O208_01125 yddA Sugareffluxtransporter - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2433 O208_01228 glpF Glyceroluptakefacilitatorprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2480 O208_01275 rgpD PolysaccharideABCtransporterATP-bindingprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2481 O208_01276 rgpC Capsulepolysaccharideexportinner-membraneprotein  - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1795 O208_01445 glcUouyxfA Glucoseuptakeprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2232 O208_01496 lacF LactosetransportsystempermeaseproteinLacF - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2233 O208_01497 lacG LactosetransportsystempermeaseproteinLacG - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 525 O208_01581 gla Glyceroluptakefacilitatorprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 85 O208_01649 lacSougalP LactoseandgalactosepermeaseGPHtranslocatorfamily - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 766 O208_01797 - Sugartransportsystempermeaseprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 767 O208_01798 - Multiplesugar-bindingprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 798 O208_01830 msmK MultiplesugarABCtransporterATP-bindingprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 667 O208_01987 xynT Xylosidetransporter - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2 O208_01992 araT Arabinose-protonsymporter - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 12 O208_02002 ypdA SugarABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 13 O208_02003 ypcH SugarABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 15 O208_02005 ypcG SugarABCtransportersubstrate-bindingprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 24 O208_02014 ypbD sugartransportsymporter - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1894 O208_02349 yqgE Glyceroluptakefacilitatorprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1905 O208_02360 uxuT Na-galactosidesymporter - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1910 O208_02365 rbsB RiboseABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1911 O208_02366 rbsC RiboseABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1960 O208_02417 malE MaltoseABCtransportersubstratebindingprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1961 O208_02418 malF MaltoseABCtransporterpermeaseprotein - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1962 O208_02419 malG MaltoseABCtransporterpermeaseproteinmalG - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 412 O208_02611 lrgAouyhhD Mureinhydrolaseexporter - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 413 O208_02612 lrgBouyhhC Mureinhydrolaseexportregulator - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 435 O208_02634 yheG FabD/lysophospholipase-likeproteinpatatinfamily - TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1569 O208_00433 mtlA PTSsystemmannitol-specificIIBCcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1570 O208_00434 mtlA PTSsystemmannitol-specificIIBCcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1571 O208_00435 mtlA PTSsystemmannitol-specificIIBCcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1573 O208_00437 mtlF Mannitol-specificPTSsystemIIAcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1307 O208_00947 yleD Sucrose-specificPTSsystemIIBCcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1432 O208_01072 fruA PTSsystemfructose-specificIIABCcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 2512 O208_01307 celB PTSsystemcellobiose-specificIICcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 791 O208_01823 yedF PTSsystembeta-glucosides-specificIIBcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 792 O208_01824 yedE PTSsystembeta-glucosides-specificIIAcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 803 O208_01836 - PTSsystemcellobiose-specificIICcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 805 O208_01838 ptcA PTSsystemcellobiose-specificIIAcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 806 O208_01839 ptcB PTSsystemcellobiose-specificIIBcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 297 O208_02039 ptbA PTSsystembeta-glucoside-specificIIABCcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1993 O208_02450 ptnAB Mannose-specificPTSsystemcomponentIIAB 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1994 O208_02451 ptnC PTSsystemmannose-specificIICcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
LLHV30-3 Confirmed 1995 O208_02452 ptnD PTSsystemmannose-specificIIDcomponent 2.7.1.69 TRANSPORTANDBINDINGPROTEINS Carbohydratesorganicalcoholsandacids
